#BOF|2021.08.22|19:30:04
#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
SEHCF|USD|SWEET EARTH HOLDINGS CORPORATION|460497775|CA87039X1096|-0.8384|0.9184|150000|
SEIC|USD|SEI INVESTMENTS COMPANY|274224|XXXXXXX71033|-0.1700|0.2500|3600000|
SEII|USD|SHARING ECONOMY INTERNATIONA|449730846|XXXXXXX42071|-0.8384|0.9184|750000|
SELB|USD|SELECTA BIOSCIENCES INC|237887001|XXXXXXX21045|-0.1788|0.2588|2100000|
SELF|USD|GLOBAL SELF STORAGE INC|221715482|XXXXXXXN1063|-0.1700|0.2500|550000|
SEM|USD|SELECT MEDICAL HOLDINGS CORP|69114941|XXXXXXXQ1058|-0.1776|0.2576|8800000|
SEMR|USD|SEMRUSH HOLDINGS INC-A|478483413|XXXXXXXC1045|-23.7374|23.8174|150000|
SEMUF|USD|SIEM INDUSTRIES INC|80874894|KYG812261058|-10.5227|10.6027|8000|
SENEA|USD|SENECA FOODS CORP - CL A|4817934|XXXXXXX05011|-0.1792|0.2592|600000|
SENEB|USD|SENECA FOODS CORP - CL B|4817936|XXXXXXX01051|-0.6854|0.7654|9000|
SENR|USD|STRATEGIC ENVIRONMENTAL &amp; EN|75219719|XXXXXXXN1000|-1.0550|1.1350|80000|
SENS|USD|SENSEONICS HOLDINGS INC|217300980|XXXXXXXU1051|-2.2766|2.3566|800000|
SEOAY|USD|STORA ENSO OYJ-SPONS ADR|10249090|XXXXXXXM1062|-37.8612|37.9412|25000|
SEOVF|USD|SERNOVA CORP|75220985|CA81732W1041|-9.4575|9.5375|150000|
SERA|USD|SERA PROGNOSTICS INC-A|502252198|XXXXXXXD1072|-13.6535|13.7335|75000|
SESN|USD|SESEN BIO INC|317956161|XXXXXXX31053|-0.6419|0.7219|3900000|
SEYE|USD|SIGNATURE EYEWEAR INC|4817946|XXXXXXX81041|-0.1700|0.2500|200|
SF|USD|STIFEL FINANCIAL CORP|12008|XXXXXXX01021|-0.1700|0.2500|5100000|
SF PRB|USD|STIFEL FINANCIAL CORP|356325560|XXXXXXX07069|-42.7956|42.8756|3000|
SF PRC|USD|STIFEL FINANCIAL CORP|423521959|XXXXXXX08703|-107.8011|107.8811|800|
SF PRD|USD|STIFEL FINANCIAL CORP|505227375|XXXXXXX08620|-1.5617|1.6417|400000|
SFB|USD|SF 5.2 10-15-47 PFD|291082864|XXXXXXX06079|-35.0555|35.1355|4000|
SFBC|USD|SOUND FINANCIAL BANCORP INC|112776057|XXXXXXXA1007|-4.3645|4.4445|15000|
SFBS|USD|SERVISFIRST BANCSHARES INC|151265285|XXXXXXXT1088|-0.1700|0.2500|1400000|
SFE|USD|SAFEGUARD SCIENTIFICS INC|67544931|XXXXXXX92076|-0.4956|0.5756|550000|
SFET|USD|SAFE-T GROUP LTD-ADR|387870425|XXXXXXXB4014|-26.6306|26.7106|500000|
SFHDQ|USD|SANTA FE HOLDING CO INC|56364638|XXXXXXX61050|-0.1700|0.2500|400|
SFIO|USD|SMOKEFREE INNOTEC INC|60178186|XXXXXXX31077|-2.3540|2.4340|950000|
SFIV|USD|SECTOR 5 INC|123035385|XXXXXXXK1051|-0.2200|0.3000|300|
SFIX|USD|STITCH FIX INC-CLASS A|296466074|XXXXXXX71078|-0.1700|0.2500|700000|
SFL|USD|SFL CORP LTD|390603973|BMG7738W1064|-0.2482|0.3282|7100000|
SFLM|USD|SFLMAVEN CORP|479614514|XXXXXXXT1043|-0.8125|0.8925|>10000000|
SFM|USD|SPROUTS FARMERS MARKET INC|132310192|XXXXXXXM1027|-0.2090|0.2890|1900000|
SFNC|USD|SIMMONS FIRST NATL CORP-CL A|274268|XXXXXXX02009|-0.1700|0.2500|6400000|
SFOR|USD|STRIKEFORCE TECHNOLOGIES INC|429558961|XXXXXXXV6048|-0.8724|0.9524|3300000|
SFPI|USD|SANTA FE PETROLEUM INC|119808736|XXXXXXX91012|-0.8384|0.9184|100000|
SFRGY|USD|SALVATORE FERRAGAMO-UNSP ADR|124963234|XXXXXXXE1073|-2.4445|2.5245|400|
SFRX|USD|SEAFARER EXPLORATION CORP|52618991|XXXXXXX31046|-1.5101|1.5901|1200000|
SFST|USD|SOUTHERN FIRST BANCSHARES|45028360|XXXXXXX31017|-0.2576|0.3376|400000|
SFT|USD|SHIFT TECHNOLOGIES INC|450016325|XXXXXXXT1079|-1.2648|1.3448|1800000|
SFTBY|USD|SOFTBANK GROUP CORP-UNSP ADR|54940183|XXXXXXXD1090|-2.9689|3.0489|850000|
SFTW|USD|OSPREY TECHNOLOGY ACQUISIT-A|395298050|XXXXXXXR1041|-3.4492|3.5292|200000|
SFTW U|USD|OSPREY TECHNOLOGY ACQUISITIO|389399765|XXXXXXXR4011|-1.1047|1.1847|2000|
SFUN|USD|FANG HOLDINGS LTD - ADR|426110465|XXXXXXXY3009|-3.1210|3.2010|150000|
SFXEQ|USD|SFX ENTERTAINMENT INC|136001464|XXXXXXX83035|-6.5789|6.6589|60000|
SFY|USD|SOFI SELECT 500 ETF|360508595|XXXXXXX42075|-15.3656|15.4456|100000|
SFYF|USD|SOFI SOCIAL 50 ETF|365214630|XXXXXXX44055|-132.1038|132.1838|9000|
SFYX|USD|SOFI NEXT 500 ETF|360508589|XXXXXXX43065|-48.2934|48.3734|1000|
SGA|USD|SAGA COMMUNICATIONS INC-CL A|57543594|XXXXXXX83008|-4.6095|4.6895|350000|
SGAM|USD|SEAPORT GLOBAL ACQUI-CLASS A|459466029|XXXXXXX71062|-4.6822|4.7622|60000|
SGAMY|USD|SEGA SAMMY HOLDING-SPONS ADR|47650616|XXXXXXX41027|-13.9463|14.0263|20000|
SGAPY|USD|SINGAPORE TELECOMMUNICAT-ADR|45564601|XXXXXXXR3049|-1.3947|1.4747|100000|
SGBI|USD|SANGUI BIOTECH INTL INC|30216366|XXXXXXXB1017|-6.9353|7.0153|500|
SGBLY|USD|STANDARD BANK GROUP-SPON ADR|114829617|XXXXXXX82066|-13.9463|14.0263|6000|
SGBX|USD|SG BLOCKS INC|402782361|XXXXXXXA5056|-45.6288|45.7088|550000|
SGC|USD|SUPERIOR GROUP OF COS INC|756607|XXXXXXX81024|-0.4642|0.5442|800000|
SGDH|USD|SGD HOLDINGS LTD|60817077|XXXXXXX92028|-1.1632|1.2432|500000|
SGDJ|USD|SPROTT JR. GOLD MINERS ETF|374674774|XXXXXXXB2016|-5.5567|5.6367|30000|
SGDM|USD|SPROTT GOLD MINERS ETF|374674771|XXXXXXXB1026|-2.7119|2.7919|100000|
SGEN|USD|SEAGEN INC|449345913|XXXXXXXC1045|-0.1700|0.2500|3800000|
SGER|USD|STERLING ENERGY RESOURCES|75217206|XXXXXXXP1049|-1.4880|1.5680|30000|
SGFS|USD|SUNGLOBE FIBER SYSTEMS CORP|77193916|XXXXXXXC1027|-0.1700|0.2500|100000|
SGFY|USD|SIGNIFY HEALTH INC -CLASS A|470279273|XXXXXXXG1004|-0.4163|0.4963|600000|
SGG|USD|IPATH SERIES B BBG SUGAR SUB|303019558|XXXXXXXP4494|-3.1210|3.2010|25000|
SGGTF|USD|SIGNATURE RESOURCES LTD|321414743|CA82670U1003|-0.8384|0.9184|5000|
SGH|USD|SMART GLOBAL HOLDINGS INC|277300040|KYG8232Y1017|-0.2478|0.3278|1200000|
SGHIY|USD|SHANGHAI INDUSTRIAL HLDG-ADR|75221355|XXXXXXXM1018|-2.7244|2.8044|800|
SGHT|USD|SIGHT SCIENCES INC|502415468|XXXXXXXM1053|-2.9734|3.0534|10000|
SGIOY|USD|SHIONOGI &amp; CO LTD-UNSPON ADR|54968677|XXXXXXX71098|-0.8086|0.8886|250000|
SGLA|USD|SINO GREEN LAND CORP|59675690|XXXXXXXV1089|-0.8384|0.9184|600000|
SGLB|USD|SIGMA LABS INC|406432828|XXXXXXX85007|-44.4510|44.5310|15000|
SGLRF|USD|SPYGLASS RESOURCES CORP|125311331|CA8521931011|-9.8668|9.9468|100000|
SGMA|USD|SIGMATRON INTERNATIONAL INC|4818001|XXXXXXXL1017|-0.8945|0.9745|150000|
SGMD|USD|SUGARMADE INC|90865327|XXXXXXX01099|-3.7613|3.8413|8700000|
SGMNF|USD|SUTTER GOLD MINING INC|55487222|CA86944A1057|-2.7870|2.8670|850000|
SGMO|USD|SANGAMO THERAPEUTICS INC|8093853|XXXXXXX71062|-0.1765|0.2565|4300000|
SGMS|USD|SCIENTIFIC GAMES CORP|2016788|XXXXXXXP1093|-0.3390|0.4190|3200000|
SGNI|USD|STEMGEN INC|121862862|XXXXXXXB1098|-1.4880|1.5680|1000|
SGOC|USD|SGOCO GROUP LTD|220455284|KYG807511293|-100.2063|100.2863|40000|
SGOL|USD|ABERDEEN STNDRD PHYSIC GLD|334909238|XXXXXXXA1043|-0.5006|0.5806|500000|
SGOO|USD|SNOOGOO CORP|185074551|XXXXXXX21050|-1.4880|1.5680|20000|
SGOV|USD|ISHARES 0-3 MONTH TREASURY B|424099317|XXXXXXXE7186|-1.5382|1.6182|65000|
SGPYY|USD|SAGE GROUP PLC-UNSPON ADR|129243956|XXXXXXXS2014|-332.0575|332.1375|10000|
SGRCF|USD|SAN GOLD CORP|47511388|CA79780P1045|-2.1480|2.2280|20000|
SGRP|USD|SPAR GROUP INC|4816589|XXXXXXX31035|-54.1867|54.2667|450000|
SGRY|USD|SURGERY PARTNERS INC|208523102|XXXXXXXA1007|-0.1700|0.2500|1400000|
SGSI|USD|SPECTRUM GLOBAL SOLUTIONS IN|418568762|XXXXXXXH3003|-5.0094|5.0894|300000|
SGSOY|USD|SGS SA-UNSPONSORED ADR|70101280|XXXXXXX01049|-3.7847|3.8647|4000|
SGSVF|USD|SABINA GOLD &amp; SILVER CORP|69940631|CA7852461093|-3.0512|3.1312|400000|
SGTB|USD|SUGGESTION BOX INC|39145435|XXXXXXX31039|-1.0073|1.0873|300000|
SGTM|USD|SUSTAINABLE GREEN TEAM LTD|435747595|XXXXXXXB1052|-1.3418|1.4218|700|
SGTPY|USD|SURGUTNEFTEGAZ-SP ADR PREF|26976225|XXXXXXX11057|-0.9929|1.0729|2300000|
SGTX|USD|SIGILON THERAPEUTICS INC|458895913|XXXXXXXL1070|-0.4889|0.5689|100000|
SGTZY|USD|SURGUTNEFTEGAS-SP ADR|42344162|XXXXXXX12048|-0.9196|0.9996|15000|
SGU|USD|STAR GROUP LP|6608547|XXXXXXXC1053|-18.8176|18.8976|250000|
SH|USD|PROSHARES SHORT S&amp;P500|236687911|XXXXXXXB4251|-0.4274|0.5074|4400000|
SHAC|USD|SCP &amp; CO HEALTHCARE ACQUIS-A|476633393|XXXXXXX51043|-1.3619|1.4419|300000|
SHACU|USD|SCP &amp; CO HEALTHCARE ACQUISIT|467293049|XXXXXXX52033|-1.1400|1.2200|550000|
SHAK|USD|SHAKE SHACK INC - CLASS A|182056846|XXXXXXX71016|-0.1736|0.2536|1300000|
SHBI|USD|SHORE BANCSHARES INC|11968320|XXXXXXX71051|-0.2473|0.3273|550000|
SHC|USD|SOTERA HEALTH CO|456524004|XXXXXXXL1026|-0.1866|0.2666|950000|
SHCAY|USD|SHARP CORP-UNSPONSORED ADR|290472282|XXXXXXX23093|-4.4742|4.5542|45000|
SHCR|USD|SHARECARE INC|500608506|XXXXXXXW1045|-17.9647|18.0447|650000|
SHDBQ|USD|SHERWOOD BRANDS INC-CL A|6605046|XXXXXXXL1044|-0.1700|0.2500|20000|
SHE|USD|SPDR GENDER DIVERSITY ETF|225021072|XXXXXXXR7474|-28.6737|28.7537|1000|
SHECY|USD|SHIN-ETSU CHEM-UNSPON ADR|54740972|XXXXXXX11055|-1.2266|1.3066|30000|
SHEN|USD|SHENANDOAH TELECOMMUNICATION|10628209|XXXXXXXB1061|-0.2387|0.3187|1800000|
SHG|USD|SHINHAN FINANCIAL GROUP-ADR|24556794|XXXXXXX61003|-0.8207|0.9007|80000|
SHI|USD|SINOPEC SHANGHAI-SPONS ADR|12105|XXXXXXXM1099|-36.9168|36.9968|100000|
SHIP|USD|SEANERGY MARITIME HOLDINGS|430621084|MHY737601945|-2.3273|2.4073|3900000|
SHLD|USD|VICTORYSHARES PROTECT AMER|453609287|XXXXXXXX8719|-2.3092|2.3892|8000|
SHLDQ|USD|SEARS HOLDINGS CORP|18396910|XXXXXXX01061|-59.7819|59.8619|3900000|
SHLS|USD|SHOALS TECHNOLOGIES GROUP -A|467911567|XXXXXXXW1071|-0.1793|0.2593|300000|
SHLX|USD|SHELL MIDSTREAM PARTNERS LP|172017964|XXXXXXX41019|-0.4471|0.5271|3900000|
SHM|USD|SPDR NUVEEN BBG BARC ST MUNI|225020110|XXXXXXXR7391|-5.3831|5.4631|200000|
SHMN|USD|SOHM INC|56453850|XXXXXXXP1084|-0.8384|0.9184|3000000|
SHMP|USD|NATURALSHRIMP INC|185829317|XXXXXXXN1063|-46.7474|46.8274|8400000|
SHO|USD|SUNSTONE HOTEL INVESTORS INC|31729162|XXXXXXX21011|-0.1700|0.2500|>10000000|
SHO PRH|USD|SUNSTONE HOTEL INVESTORS|493574759|XXXXXXX28040|-2.5798|2.6598|2000|
SHO PRI|USD|SUNSTONE HOTEL INVESTORS INC|502415462|XXXXXXX28875|-11.0201|11.1001|50000|
SHOM|USD|SOUTHERN HOME MEDICAL INC|52218707|XXXXXXXM2061|-0.8384|0.9184|>10000000|
SHOO|USD|STEVEN MADDEN LTD|4818051|XXXXXXX91080|-0.1926|0.2726|4000000|
SHOP|USD|SHOPIFY INC - CLASS A|195014116|CA82509L1076|-0.1908|0.2708|2700000|
SHQAU|USD|SHELTER ACQUISITION CORP I|490162114|XXXXXXX12036|-10.9693|11.0493|35000|
SHRG|USD|SHARING SERVICES GLOBAL CO|360061558|XXXXXXX61030|-1.5854|1.6654|200000|
SHSP|USD|SHARPSPRING INC|214129501|XXXXXXX41048|-0.3760|0.4560|250000|
SHTDY|USD|SINOPHARM GROUP CO-UNSP ADR|112975840|XXXXXXXK1016|-78.8977|78.9777|25000|
SHV|USD|ISHARES SHORT TREASURY BOND|42454579|XXXXXXX86794|-0.4147|0.4947|350000|
SHVLF|USD|STARCORE INTERNATIONAL MINES|215125951|CA85525T2020|-0.8332|0.9132|20000|
SHW|USD|SHERWIN-WILLIAMS CO-THE|12120|XXXXXXX81061|-0.1700|0.2500|6300000|
SHWZ|USD|MEDICINE MAN TECHNOLOGIES IN|220567842|XXXXXXXU1060|-21.4054|21.4854|150000|
SHY|USD|ISHARES 1-3 YEAR TREASURY BO|15547851|XXXXXXX74576|-0.1929|0.2729|1100000|
SHYF|USD|SHYFT GROUP INC-THE|424737161|XXXXXXX81031|-0.5896|0.6696|2700000|
SHYG|USD|ISHARES 0-5 YR HY CORP BOND|136374385|XXXXXXXV4077|-0.4042|0.4842|950000|
SHZHY|USD|SHENZHOU INTERNATI-UNSP ADR|254544928|XXXXXXXR1095|-0.7342|0.8142|150000|
SI|USD|SILVERGATE CAPITAL CORP-CL A|390341192|XXXXXXXP4081|-0.2783|0.3583|850000|
SI PRA|USD|SILVERGATE CAP CORP|505405560|XXXXXXXP5070|-11.9504|12.0304|350000|
SIAF|USD|SINO AGRO FOOD INC|177017682|XXXXXXX52050|-0.3188|0.3988|70000|
SIBE|USD|SIBLING GROUP HOLDINGS INC|112677851|XXXXXXX41010|-0.5137|0.5937|100000|
SIBN|USD|SI-BONE INC|337611941|XXXXXXX41090|-0.2765|0.3565|1000000|
SIC|USD|SELECT INTERIOR CONCEPTS-A|329820282|XXXXXXX03075|-0.3606|0.4406|950000|
SID|USD|CIA SIDERURGICA NACL-SP ADR|6607727|XXXXXXXW1053|-0.3718|0.4518|1100000|
SIEB|USD|SIEBERT FINANCIAL CORP|4818072|XXXXXXX61097|-4.3098|4.3898|550000|
SIEGY|USD|SIEMENS AG-SPONS ADR|12129|XXXXXXX75010|-2.4198|2.4998|1000|
SIELY|USD|SHANGHAI ELECTRIC-UNSP ADR|75218685|XXXXXXXJ1088|-2.3092|2.3892|1000|
SIEN|USD|SIENTRA INC|172185599|XXXXXXXJ1051|-0.4147|0.4947|850000|
SIETY|USD|D'IETEREN GROUP-UNSO ADR|499584094|XXXXXXXC1027|-0.6854|0.7654|1000|
SIF|USD|SIFCO INDUSTRIES|756642|XXXXXXX61033|-111.1028|111.1828|25000|
SIFY|USD|SIFY TECHNOLOGIES-SPON ADR|6525543|XXXXXXXM1071|-5.7040|5.7840|600000|
SIG|USD|SIGNET JEWELERS LTD|53747825|BMG812761002|-0.1700|0.2500|3400000|
SIGA|USD|SIGA TECHNOLOGIES INC|4818014|XXXXXXX71067|-0.2330|0.3130|450000|
SIGI|USD|SELECTIVE INSURANCE GROUP|274359|XXXXXXX01071|-0.2361|0.3161|3000000|
SIGO|USD|SUNSET ISLAND GROUP INC|251931954|XXXXXXX42035|-0.7995|0.8795|9000|
SIGY|USD|SIGYN THERAPEUTICS INC|451118798|XXXXXXXU1060|-1.7781|1.8581|6000|
SIHBY|USD|SHENZHEN INVESTMENT HOLD-ADR|371873274|XXXXXXX91002|-0.1700|0.2500|400|
SII|USD|SPROTT INC|423920215|CA8520662088|-2.7760|2.8560|150000|
SIL|USD|GLOBAL X SILVER MINERS ETF|211651690|XXXXXXXY8488|-0.4141|0.4941|400000|
SILC|USD|SILICOM LIMITED|4818091|IL0010826928|-0.4171|0.4971|300000|
SILEF|USD|SILVER ELEPHANT MINING CORP|411916886|CA82770L1094|-3.3762|3.4562|2400000|
SILJ|USD|ETFMG PRIME JUNIOR SILVER MI|237886911|XXXXXXXG1022|-0.6959|0.7759|5000000|
SILK|USD|SILK ROAD MEDICAL INC|359815317|XXXXXXXM1009|-0.1734|0.2534|650000|
SILO|USD|SILO PHARMA INC|447556316|XXXXXXXP1021|-1.4880|1.5680|35000|
SILS|USD|SILVER SCOTT MINES INC|75217217|XXXXXXX11022|-1.5009|1.5809|9000|
SILV|USD|SILVERCREST METALS INC|210456821|CA8283631015|-0.4619|0.5419|3200000|
SILX|USD|ETFMG PRIME 2X DAILY JUNIOR|497046267|XXXXXXXG7300|-2.2009|2.2809|100|
SILXY|USD|SILEX SYSTEMS LIMITED-SP ADR|42817692|XXXXXXX61036|-2.8504|2.9304|2000|
SIM|USD|GRUPO SIMEC SAB-SPON ADR|756647|XXXXXXX11065|-5.1508|5.2308|1000|
SIMO|USD|SILICON MOTION TECHNOL-ADR|35091350|XXXXXXXC1080|-0.3606|0.4406|1100000|
SIMP|USD|SIMPLY INC|449861056|XXXXXXXA1051|-39.4096|39.4896|20000|
SIMS|USD|SPDR S&amp;P KENSHO INTELLIGENT|301004572|XXXXXXXR6971|-40.4681|40.5481|30000|
SING|USD|SINGLEPOINT INC|479088599|XXXXXXXV2016|-11.6637|11.7437|150000|
SINGY|USD|SINGAPORE AIRLINES-UNSPN ADR|56347288|XXXXXXXC1062|-125.9875|126.0675|100000|
SINO|USD|SINO-GLOBAL SHIPPING AMERICA|432280836|XXXXXXXV2088|-26.3543|26.4343|750000|
SINT|USD|SINTX TECHNOLOGIES INC|376225758|XXXXXXX23079|-1.8515|1.9315|20000|
SINX|USD|SIONIX CORPORATION|30216463|XXXXXXX01008|-1.0376|1.1176|1000000|
SIOX|USD|SIO GENE THERAPIES INC|455196639|XXXXXXX91043|-0.8012|0.8812|2100000|
SIPC|USD|SIPP INDUSTRIES INC|47993041|XXXXXXX62061|-1.1632|1.2432|300000|
SIRC|USD|SOLAR INTEGRATED ROOFING COR|212283640|XXXXXXXR1032|-5.5683|5.6483|800000|
SIRI|USD|SIRIUS XM HOLDINGS INC|138397467|XXXXXXXB1035|-0.5492|0.6292|>10000000|
SITC|USD|SITE CENTERS CORP|336638408|XXXXXXXJ1097|-0.1700|0.2500|7700000|
SITC PRA|USD|SITE CENTERS CORP 6 3-8 PERP PFD|337023460|XXXXXXXJ8779|-0.1700|0.2500|9000|
SITE|USD|SITEONE LANDSCAPE SUPPLY INC|233089461|XXXXXXXL1035|-0.1700|0.2500|1100000|
SITM|USD|SITIME CORP|392585451|XXXXXXXT1060|-0.1700|0.2500|650000|
SITOQ|USD|SITO MOBILE LTD|201677959|XXXXXXXR2031|-2.9399|3.0199|2000|
SITS|USD|SOUTHERN ITS INTERNATIONAL I|162859243|XXXXXXX53009|-1.8127|1.8927|200000|
SIVB|USD|SVB FINANCIAL GROUP|274385|XXXXXXXQ1013|-0.1700|0.2500|1800000|
SIVBP|USD|SVB FINANCIAL GROUP|394095702|XXXXXXXQ2003|-17.3562|17.4362|5000|
SIVR|USD|ABERDEEN STANDARD PHYSICAL S|334909235|XXXXXXX41088|-3.0233|3.1033|500000|
SIX|USD|SIX FLAGS ENTERTAINMENT CORP|75103410|XXXXXXXA1025|-0.1700|0.2500|2200000|
SIXA|USD|6 MERIDIAN MEGA CAP EQUITY|421393595|XXXXXXX56811|-0.6854|0.7654|1000|
SIXD|USD|6D GLOBAL TECHNOLOGIES INC|168532665|XXXXXXXF1003|-98.9151|98.9951|15000|
SIXWF|USD|SIXTH WAVE INNOVATIONS INC|381625817|CA83011Y1088|-2.2246|2.3046|65000|
SIZE|USD|ISHARES MSCI USA SIZE FACTOR|125903837|XXXXXXXF3709|-1.2943|1.3743|200000|
SJ|USD|SCIENJOY HOLDING CORP|421359919|VGG7864D1125|-26.7877|26.8677|25000|
SJB|USD|PROSHARES SHORT HIGH YIELD|86042053|XXXXXXXR1317|-1.6234|1.7034|5000|
SJI|USD|SOUTH JERSEY INDUSTRIES|12154|XXXXXXX81081|-0.1729|0.2529|2400000|
SJIJ|USD|SOUTH JERSEY INDUSTRIES|383310243|XXXXXXX82071|-1.8769|1.9569|30000|
SJIV|USD|SOUTH JERSEY INDUSTRIES|477825060|XXXXXXX83061|-1.0632|1.1432|350000|
SJM|USD|JM SMUCKER CO-THE|15130038|XXXXXXX64058|-0.1889|0.2689|3200000|
SJNK|USD|SPDR BBG BARC ST HIGH YIELD|104158269|XXXXXXXR4083|-0.2524|0.3324|4100000|
SJR|USD|SHAW COMMUNICATIONS INC-B|5026978|CA82028K2002|-0.2579|0.3379|4400000|
SJT|USD|SAN JUAN BASIN ROYALTY TR|12175|XXXXXXX11057|-8.0026|8.0826|550000|
SJW|USD|SJW GROUP|756662|XXXXXXX51043|-0.3065|0.3865|1200000|
SKAS|USD|SAKER AVIATION SERVICES INC|355550660|XXXXXXXQ2057|-1.0506|1.1306|9000|
SKF|USD|PROSHARES ULTSHRT FINANCIALS|464392045|XXXXXXXG7135|-2.4595|2.5395|2000|
SKFRY|USD|SKF AB-SPONSORED ADR|274398|XXXXXXX54042|-6.8171|6.8971|4000|
SKHHY|USD|SONIC HEALTHCARE LTD-SP ADR|286848302|XXXXXXXA2033|-48.1861|48.2661|75000|
SKHSY|USD|SEKISUI HOUSE-SPONS ADR|47649534|XXXXXXX83077|-13.9330|14.0130|20000|
SKIL|USD|SKILLSOFT CORP|496062828|XXXXXXXP2002|-1.9827|2.0627|250000|
SKIN|USD|BEAUTY HEALTH CO-THE|489542038|XXXXXXXL1089|-0.6570|0.7370|2700000|
SKLZ|USD|SKILLZ INC|460347742|XXXXXXXL1098|-1.2520|1.3320|350000|
SKM|USD|SK TELECOM CO LTD-SPON ADR|2730929|XXXXXXXP1084|-0.5011|0.5811|450000|
SKNYQ|USD|SKINNY NUTRITIONAL CORP|42309990|XXXXXXX51026|-0.2200|0.3000|650000|
SKOR|USD|FLEXSHARES CREDIT-SCORED US|173505240|XXXXXXXL7617|-6.1521|6.2321|65000|
SKPI|USD|SKY PETROLEUM INC|30211319|XXXXXXXF1021|-1.2749|1.3549|2000|
SKPO|USD|SKYE PETROLEUM INC|75218217|XXXXXXXC1080|-0.7865|0.8665|700000|
SKT|USD|TANGER FACTORY OUTLET CENTER|12187|XXXXXXX51060|-0.5184|0.5984|2200000|
SKVY|USD|SENTRY TECHNOLOGY CORP|2586658|XXXXXXXK1016|-0.1700|0.2500|40000|
SKX|USD|SKECHERS USA INC-CL A|6608533|XXXXXXX61055|-0.1700|0.2500|3900000|
SKY|USD|SKYLINE CHAMPION CORP|12190|XXXXXXX01055|-0.1814|0.2614|2200000|
SKYA|USD|SKYDECK ACQUISITION CORP-A|501314674|KYG822201235|-1.1400|1.2200|400000|
SKYAU|USD|SKYDECK ACQUISITION CORP|490642526|KYG822201078|-1.2808|1.3608|45000|
SKYE|USD|SKYE BIOSCIENCE INC|466204230|XXXXXXXJ1016|-7.6583|7.7383|4200000|
SKYI|USD|SKY CENTURY INVESTMENT INC|275661507|XXXXXXXW1045|-0.1700|0.2500|9000|
SKYT|USD|SKYWATER TECHNOLOGY INC|482880559|XXXXXXXJ1088|-0.6824|0.7624|40000|
SKYU|USD|PROSHARES ULTRA CLOUD COMP|466888853|XXXXXXXG7887|-2.1738|2.2538|1000|
SKYW|USD|SKYWEST INC|274408|XXXXXXX91024|-0.1775|0.2575|3600000|
SKYY|USD|FIRST TRUST CLOUD COMPUTING|90617252|XXXXXXXX1928|-0.4795|0.5595|850000|
SLAB|USD|SILICON LABORATORIES INC|8027031|XXXXXXX91024|-0.1985|0.2785|1100000|
SLAC|USD|SOCIAL LEVERAGE ACQUISITIO-A|479610974|XXXXXXXK1025|-2.1033|2.1833|100000|
SLAC U|USD|SOCIAL LEVERAGE ACQUISITION|470662786|XXXXXXXK2015|-1.1400|1.2200|150000|
SLAM|USD|SLAM CORP-A|482017060|KYG8210L1059|-1.6639|1.7439|2600000|
SLAMU|USD|SLAM CORP|473113402|KYG8210L1133|-1.2808|1.3608|250000|
SLB|USD|SCHLUMBERGER LTD|12200|AN8068571086|-0.1700|0.2500|>10000000|
SLBG|USD|SLINGER BAG INC|397813704|XXXXXXX51019|-6.4380|6.5180|40000|
SLCA|USD|US SILICA HOLDINGS INC|101605785|XXXXXXXE1038|-0.1700|0.2500|3600000|
SLCH|USD|SPOTLIGHT CAPITAL HOLDINGS I|172936390|XXXXXXX51094|-1.7823|1.8623|900|
SLCJY|USD|SLC AGRICOLA SA-SPON ADR|92080250|XXXXXXXJ1088|-3.0128|3.0928|5000|
SLCR|USD|SILVER CREST ACQUISITION C-A|475847725|KYG813551028|-3.2564|3.3364|200000|
SLCRU|USD|SILVER CREST ACQUISITION COR|465345127|KYG813551101|-1.1400|1.2200|45000|
SLCT|USD|SELECT BANCORP INC|162175345|XXXXXXXL1089|-0.2386|0.3186|800000|
SLDB|USD|SOLID BIOSCIENCES INC|304278104|XXXXXXXE1055|-0.3503|0.4303|850000|
SLDX|USD|STELLA DIAGNOSTICS INC|482640864|XXXXXXXY1047|-0.8384|0.9184|500|
SLF|USD|SUN LIFE FINANCIAL INC|9662691|CA8667961053|-0.3267|0.4067|2900000|
SLFPY|USD|ABRDN PLC-UNSPON ADR|504234890|XXXXXXXN1000|-0.1700|0.2500|1000|
SLG|USD|SL GREEN REALTY CORP|464964527|XXXXXXXX8048|-0.1700|0.2500|1300000|
SLG PRI|USD|SL GREEN REALTY CORP|111995490|XXXXXXXX5077|-10.5269|10.6069|35000|
SLGD|USD|SCOTT'S LIQUID GOLD INC|30528223|XXXXXXX21016|-1.1848|1.2648|850000|
SLGG|USD|SUPER LEAGUE GAMING INC|355091024|XXXXXXXF2020|-6.1632|6.2432|200000|
SLGL|USD|SOL-GEL TECHNOLOGIES LTD|305186149|IL0011417206|-4.3395|4.4195|3000|
SLGN|USD|SILGAN HOLDINGS INC|4818193|XXXXXXX81091|-0.3065|0.3865|4100000|
SLGTQ|USD|SURGILIGHT INC|30216781|XXXXXXX81042|-0.1700|0.2500|150000|
SLGWF|USD|SLANG WORLDWIDE INC|443956251|CA8310062002|-0.7085|0.7885|200000|
SLHG|USD|SKYLIGHT HEALTH GROUP INC|493760372|CA83086L2057|-17.7808|17.8608|100000|
